old_path,destination,status,confidence,why
/products/marietta-59-5-inch-double-bathroom-vanity-in-blue,https://globalvaluesupply.com/products/marietta-59-5-inch-double-bathroom-vanity-in-blue,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/24-droplet-vanity-with-quartz-top,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities?size_in=24,301,MED,model discontinued on both catalogues; 24in size intent preserved
/products/050-s30-vsl-snk,https://www.bathroomvanitiesoutlet.com/products/050-s30-vsl-snk,301,HIGH,exact slug match
/collections/bathroom-vanities/30-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities,301,MED,"direct equivalent; tag segment ""30-inch"" dropped"
/products/060-s48rc-wz-snk,https://www.bathroomvanitiesoutlet.com/products/060-s48rc-wz-snk,301,HIGH,exact slug match
/collections/in-stock-bathroom-vanity-tops-with-sink/30-inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"in-stock tops live on GVS; tag segment ""30-inch"" dropped"
/collections/all-products/24-inch?page=2,https://www.bathroomvanitiesoutlet.com/collections,301,MED,"catch-all index; tag segment ""24-inch"" dropped"
/products/kensington-30-left-in-solid-wood-vanity-in-metal-gray-cabinet-only,https://globalvaluesupply.com/products/kensington-30-left-in-solid-wood-vanity-in-metal-gray-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/marietta-53-5-inch-single-bathroom-vanity-in-blue,https://globalvaluesupply.com/products/marietta-53-5-inch-single-bathroom-vanity-in-white,301,MED,"hand-matched: same model+size, colour differs (blue not made in 53.5)"
/collections/er-vanities,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,HIGH,Ethan Roth -> GVS per 2026-09-24
/products/kensington-96-inch-all-wood-vanity-in-navy-blue-cabinet-only,https://globalvaluesupply.com/products/kensington-96-inch-all-wood-vanity-in-navy-blue-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/marietta-71-5-inch-double-bathroom-vanity-in-blue,https://globalvaluesupply.com/products/marietta-71-5-inch-double-bathroom-vanity-in-blue,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/bathroom-vanities/36-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities,301,MED,"direct equivalent; tag segment ""36-inch"" dropped"
/collections/atlanta-vanities-bathworks?page=2,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"Atlanta V&B brand lives on GVS; query ""page=2"" dropped"
/products/london-35-5-inch-single-bathroom-vanity-in-desert-oak,https://globalvaluesupply.com/products/london-35-5-inch-single-bathroom-vanity-in-desert-oak,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/040-s72-car-snk,https://www.bathroomvanitiesoutlet.com/products/040-s72-car-snk,301,HIGH,exact slug match
/products/051-s30-bs-wz,https://www.bathroomvanitiesoutlet.com/products/051-s30-bs-wz,301,HIGH,exact slug match
/products/050-s60s-pht-snk,https://www.bathroomvanitiesoutlet.com/products/050-s60s-pht-snk,301,HIGH,exact slug match
/products/73-pure-white-quartz-top-add-on,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanity-tops,301,MED,vanity top / add-on with no standalone page
/products/porter-bronze-single-handle-lavatory-faucet-4-in,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/,https://www.bathroomvanitiesoutlet.com/,301,HIGH,homepage
/products/pivotal-two-handle-widespread-bathroom-faucet-stainless,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/products/24-adare-vanity-in-distressed-gray,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities?size_in=24,301,MED,model discontinued on both catalogues; 24in size intent preserved
/products/bristol-59-5-in-single-sink-all-wood-vanity-in-natural-white-ash-cabinet-only,https://globalvaluesupply.com/products/bristol-59-5-in-single-sink-all-wood-vanity-in-natural-white-ash-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/delta-compel-tissue-holder-stainless,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/products/danze-amalfi-single-handle-tube-shower-trim-kit,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/products/stock-top-3-cm-woodgrain-quartz-24-5-in-w-x-22-in-d,https://globalvaluesupply.com/products/stock-top-3-cm-woodgrain-quartz-24-5-in-w-x-22-in-d,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/danze-d304130-brushed-nickel-widespread-bathroom-faucet-from-the-amalfi-collection-valve,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/collections/freestanding-and-other-tubs/67-inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"tubs not carried on new BVO; tag segment ""67-inch"" dropped"
/collections/bathroom-vanities/48-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities,301,MED,"direct equivalent; tag segment ""48-inch"" dropped"
/products/kensington-60-single-in-solid-wood-vanity-in-metal-gray-cabinet-only,https://globalvaluesupply.com/products/kensington-60-single-in-solid-wood-vanity-in-metal-gray-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/050-s36-enc-snk,https://www.bathroomvanitiesoutlet.com/products/050-s36-enc-snk,301,HIGH,exact slug match
/products/oxford-41-5-inch-bathroom-vanity-in-sage-green,https://globalvaluesupply.com/products/oxford-41-5-inch-bathroom-vanity-in-sage-green,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/in-stock-bathroom-vanities-at-norcross,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,HIGH,in-stock showroom stock lives on GVS
/products/nearme-miami-23-5-inch-bathroom-vanity-grey,https://globalvaluesupply.com/products/nearme-miami-23-5-inch-bathroom-vanity-grey,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/050-s60d-ldl-snk,https://www.bathroomvanitiesoutlet.com/products/050-s60d-ldl-snk,301,HIGH,exact slug match
/collections/atlanta-vanities-bathworks/48-inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"Atlanta V&B brand lives on GVS; tag segment ""48-inch"" dropped"
/products/delta-downing-spotshield-brushed-nickel-2-handle-widespread-faucet,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/collections/in-stock-bathroom-vanity-tops-with-sink?page=2,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"in-stock tops live on GVS; query ""page=2"" dropped"
/collections/bathroom-vanities-80-inches-plus,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities?min_size_in=80,301,MED,80in-plus filter
/products/050-s48-tjr-snk,https://www.bathroomvanitiesoutlet.com/products/050-s48-tjr-snk,301,HIGH,exact slug match
/collections/types?q=bathroom,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities,301,MED,types/* search URL with no size constraint
/collections/all-products/30-inch,https://www.bathroomvanitiesoutlet.com/collections,301,MED,"catch-all index; tag segment ""30-inch"" dropped"
/products/oxford-47-5-inch-bathroom-vanity-in-whitewashed-ash,https://globalvaluesupply.com/products/oxford-47-5-inch-bathroom-vanity-in-whitewashed-ash,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/kennesaw-59-5-inch-single-bathroom-vanity-in-charcoal-grey,https://globalvaluesupply.com/products/kennesaw-59-5-inch-single-bathroom-vanity-in-charcoal-grey,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/090-s30-car-snk,https://www.bathroomvanitiesoutlet.com/products/090-s30-car-snk,301,HIGH,exact slug match
/collections/in-stock-bathroom-vanities-at-norcross/60-inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"in-stock showroom stock lives on GVS; tag segment ""60-inch"" dropped"
/collections/freestanding-and-other-tubs/60-Inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"tubs not carried on new BVO; tag segment ""60-Inch"" dropped"
/products/nearme-dallas-35-5-inch-bathroom-vanity-in-sage-cabinet-only,https://globalvaluesupply.com/products/nearme-dallas-35-5-inch-bathroom-vanity-in-sage-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/summer-67-inch-freestanding-tub,https://globalvaluesupply.com/products/summer-67-inch-freestanding-tub,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/bathroom-vanities/36-inch?page=2,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities,301,MED,"direct equivalent; tag segment ""36-inch"" dropped"
/products/delta-mandara-widespread-bathroom-faucet,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/products/copy-of-oxford-36-inch-bathroom-vanity-in-sage-green,https://globalvaluesupply.com/products/copy-of-oxford-36-inch-bathroom-vanity-in-sage-green,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/all-products?page=4,https://www.bathroomvanitiesoutlet.com/collections,301,MED,"catch-all index; query ""page=4"" dropped"
/products/kennesaw-47-5-inch-bathroom-vanity-in-charcoal-grey,https://globalvaluesupply.com/products/kennesaw-47-5-inch-bathroom-vanity-in-charcoal-grey,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/kensington-29-5-left-drawers-in-all-wood-vanity-in-navy-blue-cabinet-only,https://globalvaluesupply.com/products/kensington-29-5-left-drawers-in-all-wood-vanity-in-navy-blue-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/oxford-41-5-inch-bathroom-vanity-in-black,https://globalvaluesupply.com/products/oxford-41-5-inch-bathroom-vanity-in-black,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/marietta-35-5-inch-bathroom-vanity-in-blue,https://globalvaluesupply.com/products/marietta-35-5-inch-bathroom-vanity-in-blue,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/in-stock-bathroom-vanities-at-norcross/36-inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"in-stock showroom stock lives on GVS; tag segment ""36-inch"" dropped"
/products/oxford-30-inch-bathroom-vanity-in-sage-green,https://globalvaluesupply.com/products/oxford-30-inch-bathroom-vanity-in-sage-green,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/csp-s3216-wg,https://www.bathroomvanitiesoutlet.com/products/csp-s3216-wg,301,HIGH,exact slug match
/search,https://www.bathroomvanitiesoutlet.com/search,301,HIGH,search page
/products/copy-of-24-tier-1-top-add-on,https://globalvaluesupply.com/products/copy-of-24-tier-1-top-add-on,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/051-s60s-bs-wz,https://www.bathroomvanitiesoutlet.com/products/051-s60s-bs-wz,301,HIGH,exact slug match
/collections/wood-bathroom-vanity-cabinets/72-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanity-cabinets,301,MED,"cabinets-only equivalent; tag segment ""72-inch"" dropped"
/collections/all/products/050-s48-pht-snk,https://www.bathroomvanitiesoutlet.com/products/050-s48-pht-snk,301,HIGH,exact slug match (nested path stripped)
/products/sarah-63-inch-freestanding-soaking-tub,https://globalvaluesupply.com/products/sarah-63-inch-freestanding-soaking-tub,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/wood-bathroom-vanity-cabinets,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanity-cabinets,301,HIGH,cabinets-only equivalent
/products/kensington-29-5-right-drawers-in-all-wood-vanity-in-desert-oak-cabinet-only,https://globalvaluesupply.com/products/kensington-29-5-right-drawers-in-all-wood-vanity-in-desert-oak-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/double-bathroom-vanity/84-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities?sink_count=2,301,MED,"double-sink filter; tag segment ""84-inch"" dropped"
/products/london-59-5-inch-single-bathroom-vanity-in-desert-oak,https://globalvaluesupply.com/products/london-59-5-inch-single-bathroom-vanity-in-desert-oak,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/in-stock-bathroom-vanities-at-norcross/48-inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"in-stock showroom stock lives on GVS; tag segment ""48-inch"" dropped"
/products/30-tier-2-top-add-on,https://globalvaluesupply.com/products/30-tier-2-top-add-on,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/in-stock-bathroom-vanity-tops-with-sink/36-inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"in-stock tops live on GVS; tag segment ""36-inch"" dropped"
/collections/in-stock-bathroom-vanities-at-norcross?page=7,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"in-stock showroom stock lives on GVS; query ""page=7"" dropped"
/products/stock-top-2-cm-pure-white-53-5-in-w-x-22-in-d-1,https://globalvaluesupply.com/products/stock-top-2-cm-pure-white-53-5-in-w-x-22-in-d-1,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/elegant-decor-mre63072bk-30-x-72-in-pier-3000k-4200k-6400k-led-mirror-with-adjustable-color-temperature-in-black,https://www.bathroomvanitiesoutlet.com/collections/bathroom-mirrors,301,MED,discontinued mirror
/collections/bathroom-vanities/24-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities,301,MED,"direct equivalent; tag segment ""24-inch"" dropped"
/products/pfister-karci-widespread-faucet-in-black,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/products/nearme-new-york-23-5-inch-bathroom-vanity-in-white-cabinet-only,https://globalvaluesupply.com/products/nearme-new-york-23-5-inch-bathroom-vanity-in-white-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/in-stock-bathroom-vanity-tops-with-sink/48-inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"in-stock tops live on GVS; tag segment ""48-inch"" dropped"
/products/windsor-36-right-drawers-in-all-wood-vanity-in-bright-white-cabinet-only,https://globalvaluesupply.com/products/windsor-36-right-drawers-in-all-wood-vanity-in-bright-white-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/oxford-47-5-inch-bathroom-vanity-in-sage-green?variant=42793399550134&country=US&currency=USD,https://globalvaluesupply.com/products/oxford-47-5-inch-bathroom-vanity-in-sage-green,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/kennesaw-59-5-inch-single-bathroom-vanity-in-white,https://globalvaluesupply.com/products/kennesaw-59-5-inch-single-bathroom-vanity-in-white,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/30-tier-1-top-add-on,https://globalvaluesupply.com/products/30-tier-1-top-add-on,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/43-pure-white-quartz-top-add-on,https://globalvaluesupply.com/products/43-pure-white-quartz-top-add-on,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/bathroom-vanities/84-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities,301,MED,"direct equivalent; tag segment ""84-inch"" dropped"
/products/danze-single-control-pressure-balance-mixing-valve,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/products/oxford-47-5-inch-bathroom-vanity-in-sage-green,https://globalvaluesupply.com/products/oxford-47-5-inch-bathroom-vanity-in-sage-green,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/kennesaw-59-5-inch-double-bathroom-vanity-in-white,https://globalvaluesupply.com/products/kennesaw-59-5-inch-double-bathroom-vanity-in-white,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/bristol-71-5-in-double-sink-all-wood-vanity-in-natural-white-ash-cabinet-only,https://globalvaluesupply.com/products/bristol-71-5-in-double-sink-all-wood-vanity-in-natural-white-ash-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/clifden-24-white-vanity-with-quartz-top,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities?size_in=24,301,MED,hand-reviewed: only a 36in Clifden exists; size intent preserved instead
/products/30-frey-wall-mount-vanity-whitewashed-pine,https://globalvaluesupply.com/products/30-frey-wall-mount-vanity-whitewashed-pine,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/copy-of-london-59-5-inch-single-bathroom-vanity-in-desert-oak,https://globalvaluesupply.com/products/copy-of-london-59-5-inch-single-bathroom-vanity-in-desert-oak,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/36-portage-peak-vanity-in-gray-with-white-quartz-top,https://globalvaluesupply.com/products/36-portage-peak-vanity-in-gray-with-white-quartz-top,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/marietta-59-5-inch-single-bathroom-vanity-in-desert-oak-cabinet-only,https://globalvaluesupply.com/products/marietta-59-5-inch-single-bathroom-vanity-in-desert-oak-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/delta-grail-18-towel-bar-stainless,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/products/the-gabi-60-inch-rustic-ash-vanity,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities?size_in=60,301,MED,model discontinued on both catalogues; 60in size intent preserved
/products/kennesaw-71-5-inch-double-bathroom-vanity-in-charcoal-grey,https://globalvaluesupply.com/products/kennesaw-71-5-inch-double-bathroom-vanity-in-charcoal-grey,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/nearme-new-york-35-5-inch-bathroom-vanity-in-blue-cabinet-only,https://globalvaluesupply.com/products/nearme-new-york-35-5-inch-bathroom-vanity-in-blue-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/kensington-23-bridge-drawer-in-bright-white-cabinet-only,https://globalvaluesupply.com/products/kensington-23-bridge-drawer-in-bright-white-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/bathroom-vanities-1/48-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities,301,MED,"duplicate of bathroom-vanities; tag segment ""48-inch"" dropped"
/products/060-s36rcws-tjr-snk,https://www.bathroomvanitiesoutlet.com/products/060-s36rcws-tjr-snk,301,HIGH,exact slug match
/products/danze-brushed-nickel-widespread-bathroom-faucet-from-the-amalfi-collection,https://globalvaluesupply.com/products/danze-brushed-nickel-widespread-bathroom-faucet-from-the-amalfi-collection,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/marietta-41-5-inch-single-bathroom-vanity-in-dark-blue-cabinet-only,https://globalvaluesupply.com/products/marietta-41-5-inch-single-bathroom-vanity-in-dark-blue-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/danze-antioch-1-handle-tub-and-shower-faucet-trim-kit-in-brushed-nickle,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/products/24-osa-teak-vanity-natural-teak-vanity-cabinet-only,https://globalvaluesupply.com/products/osa-24-vanity-in-natural-teak-base-only,301,HIGH,hand-matched: same product on GVS
/products/danze-d304087-south-shore-double-handle-bathroom-faucet-1,https://globalvaluesupply.com/products/danze-d304087-south-shore-double-handle-bathroom-faucet,301,MED,"Shopify duplicate handle; matched base slug ""danze-d304087-south-shore-double-handle-bathroom-faucet"" on GVS"
/products/kensington-60-single-in-solid-wood-vanity-in-bright-white-cabinet-only,https://globalvaluesupply.com/products/kensington-60-single-in-solid-wood-vanity-in-bright-white-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/nearme-miami-29-5-inch-bathroom-vanity-in-blue-cabinet-only,https://globalvaluesupply.com/products/nearme-miami-29-5-inch-bathroom-vanity-in-blue-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/marietta-59-5-inch-single-bathroom-vanity-in-white,https://globalvaluesupply.com/products/marietta-59-5-inch-single-bathroom-vanity-in-white,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/kensington-72-in-solid-wood-vanity-in-metal-gray-cabinet-only,https://globalvaluesupply.com/products/kensington-72-in-solid-wood-vanity-in-metal-gray-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/in-stock-bathroom-vanities-at-norcross?page=4,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"in-stock showroom stock lives on GVS; query ""page=4"" dropped"
/products/delta-tolva-8-in-widespread-2-handle-bathroom-faucet,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/collections/bathroom-vanities-80-inches-plus/84-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities?min_size_in=80,301,MED,"80in-plus filter; tag segment ""84-inch"" dropped"
/products/ethan-roth-london-48-inch-single-bathroom-vanity-in-bright-white,https://globalvaluesupply.com/products/ethan-roth-london-48-inch-single-bathroom-vanity-in-bright-white,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/kensington-42-in-solid-wood-vanity-in-metal-gray-cabinet-only,https://globalvaluesupply.com/products/kensington-42-in-solid-wood-vanity-in-metal-gray-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/layla-slipper-59-inch-freestanding-tub,https://globalvaluesupply.com/products/layla-slipper-59-inch-freestanding-tub,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/stock-top-3-cm-carrara-white-quartz-60-5-double-in-w-x-22-in-d,https://globalvaluesupply.com/products/stock-top-3-cm-carrara-white-quartz-60-5-double-in-w-x-22-in-d,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/double-bathroom-vanity,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities?sink_count=2,301,MED,double-sink filter
/collections/bathroom-vanities-1,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities,301,HIGH,duplicate of bathroom-vanities
/collections/freestanding-and-other-tubs,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,tubs not carried on new BVO
/products/copy-of-49-tier-3-add-on,https://globalvaluesupply.com/products/copy-of-49-tier-3-add-on,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/050-s72-pht-snk,https://www.bathroomvanitiesoutlet.com/products/050-s72-pht-snk,301,HIGH,exact slug match
/products/oxford-47-5-inch-bathroom-vanity-in-black,https://globalvaluesupply.com/products/oxford-47-5-inch-bathroom-vanity-in-black,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/050-s30-sfr-snk,https://www.bathroomvanitiesoutlet.com/products/050-s30-sfr-snk,301,HIGH,exact slug match
/products/kennesaw-71-5-inch-double-bathroom-vanity-in-white,https://globalvaluesupply.com/products/kennesaw-71-5-inch-double-bathroom-vanity-in-white,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/050-s48-fp-vsl-snk,https://www.bathroomvanitiesoutlet.com/products/050-s48-fp-vsl-snk,301,HIGH,exact slug match
/collections/all-products/84-inch,https://www.bathroomvanitiesoutlet.com/collections,301,MED,"catch-all index; tag segment ""84-inch"" dropped"
/products/mr43648bk-metal-frame-rectangle-mirror-36-in,https://globalvaluesupply.com/products/mr43648bk-metal-frame-rectangle-mirror-36-in,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/all-products/48-inch?page=2,https://www.bathroomvanitiesoutlet.com/collections,301,MED,"catch-all index; tag segment ""48-inch"" dropped"
/products/61-calacutta-white-quartz-top-add-on,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanity-tops,301,MED,vanity top / add-on with no standalone page
/collections/types?q=&constraint=60-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanities?size_in=60,301,MED,types/constraint=60-inch -> size_in=60
/collections/bathroom-vanity-wall-mirrors,https://www.bathroomvanitiesoutlet.com/collections/bathroom-mirrors,301,HIGH,direct equivalent
/collections/atlanta-vanities-bathworks/36-inch,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,"Atlanta V&B brand lives on GVS; tag segment ""36-inch"" dropped"
/collections/in-stock-faucets-and-fixtures-norcross-showroom,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,MED,showroom fixtures live on GVS
/products/mre63672bk-36-x-72-in-pier-4200k-6400k-led-mirror-with-adjustable-color-temperature-in-black,https://www.bathroomvanitiesoutlet.com/collections/bathroom-mirrors,301,MED,discontinued mirror
/products/porter-brushed-nickel-two-handle-lavatory-faucet-4-in-1,https://www.bathroomvanitiesoutlet.com/collections/faucets,301,MED,discontinued third-party faucet/fixture
/collections/all-products/72-inch,https://www.bathroomvanitiesoutlet.com/collections,301,MED,"catch-all index; tag segment ""72-inch"" dropped"
/products/stock-top-2-cm-pure-white-71-5-in-w-x-22-in-d,https://globalvaluesupply.com/products/stock-top-2-cm-pure-white-71-5-in-w-x-22-in-d,301,HIGH,not on new BVO; exact same handle exists on GVS
/blogs/news/bathroom-vanity-with-top-selecting-the-right-combo-matters,https://www.bathroomvanitiesoutlet.com/inspiration/bathroom-vanity-buying-guide,301,MED,closest guide on the same topic
/products/kensington-84-in-solid-wood-vanity-in-white-cabinet-only,https://globalvaluesupply.com/products/kensington-84-in-solid-wood-vanity-in-white-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/products/bristol-41-5-in-all-wood-vanity-in-natural-white-ash-cabinet-only,https://globalvaluesupply.com/products/bristol-41-5-in-all-wood-vanity-in-natural-white-ash-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/atlanta-vanities-bathworks,https://globalvaluesupply.com/collections/bathroom-vanities-outlet,301,HIGH,Atlanta V&B brand lives on GVS
/products/nearme-new-york-23-5-inch-bathroom-vanity-in-blue-cabinet-only,https://globalvaluesupply.com/products/nearme-new-york-23-5-inch-bathroom-vanity-in-blue-cabinet-only,301,HIGH,not on new BVO; exact same handle exists on GVS
/collections/wood-bathroom-vanity-cabinets/24-inch,https://www.bathroomvanitiesoutlet.com/collections/bathroom-vanity-cabinets,301,MED,"cabinets-only equivalent; tag segment ""24-inch"" dropped"
